artifact,artifact_sha256,status,error,width,height,steps,input_quality,output_quality,mode,variant,active_workers,pending_per_worker,received_fps,drawn_fps,elapsed_seconds,capture_to_draw_p50_ms,capture_to_draw_p95_ms,capture_to_draw_p99_ms,worker_queue_p95_ms,worker_total_p95_ms,input_mbps,output_mbps,received_frames,drawn_frames,decode_skips,encode_skips,input_buffer_skips,output_buffer_drops,measurement,frame_age,config_json,counts_json,server_counters_json,transport_json,observed_variants_json,measurement_status,continuity_status,validation_status,assessment_json
browser-discovery/ids-single-tagged-r1.json,eb455a83721edc8eea686eab467cd81da22f6cce6e95eeaf6716acfed4df3644,measured,,512,288,2,0.85,80,single,,,,6.166378902298291,6.166378902298291,30.00140000009537,154.79999995231628,169.95999994277952,201.1839999961853,,43.462,0.4927268727443722,2.0507405654337605,185,185,0,5,0,,browser receive/decode/offscreen 2D draw; excludes application upscaler/projector and audio capture,correlated by echoed frame ID; measured on client clock,"{""alpha"":0.1,""channelOptions"":{},""frameIds"":true,""height"":288,""inputQuality"":0.85,""maxBufferedBytes"":262144,""mode"":""single"",""outputQuality"":80,""prompt"":""colorful abstract art, vibrant neon lights, psychedelic patterns"",""seconds"":30,""seed"":42,""sendFps"":60,""server"":""https://0pxb4bss2jmbhg-3001.proxy.runpod.net"",""steps"":2,""telemetryEveryMs"":0,""warmupFrames"":20,""width"":512}","{""bytesReceived"":7690636,""bytesSent"":1847812,""compileDuringMeasurement"":false,""decodeErrors"":0,""decodeSkips"":0,""decodedDrawn"":185,""encodeSkips"":5,""errors"":[],""maxBufferedBytes"":0,""received"":185,""sendBufferSkips"":0,""sendErrors"":0,""sent"":186,""telemetryErrors"":0}",{},"[{""currentRoundTripTime"":0.019,""localCandidate"":""srflx"",""remoteCandidate"":""srflx""}]",null,measured,,,{}
browser-discovery/ids-single-tagged-r2.json,726a5cea452a6a8d178da8c062022a2eb02d76901dc734faa5a40de8eeeed0ae,measured,,512,288,2,0.85,80,single,,,,6.532963132104757,6.532963132104757,30.001699999928473,148.10000002384186,154.32500004768372,159.13999990820886,,43.2275,0.5217717662678222,2.17171906925792,196,196,0,1,0,,browser receive/decode/offscreen 2D draw; excludes application upscaler/projector and audio capture,correlated by echoed frame ID; measured on client clock,"{""alpha"":0.1,""channelOptions"":{},""frameIds"":true,""height"":288,""inputQuality"":0.85,""maxBufferedBytes"":262144,""mode"":""single"",""outputQuality"":80,""prompt"":""colorful abstract art, vibrant neon lights, psychedelic patterns"",""seconds"":30,""seed"":42,""sendFps"":60,""server"":""https://0pxb4bss2jmbhg-3001.proxy.runpod.net"",""steps"":2,""telemetryEveryMs"":0,""warmupFrames"":20,""width"":512}","{""bytesReceived"":8144408,""bytesSent"":1956755,""compileDuringMeasurement"":false,""decodeErrors"":0,""decodeSkips"":0,""decodedDrawn"":196,""encodeSkips"":1,""errors"":[],""maxBufferedBytes"":0,""received"":196,""sendBufferSkips"":0,""sendErrors"":0,""sent"":197,""telemetryErrors"":0}",{},"[{""currentRoundTripTime"":0.019,""localCandidate"":""srflx"",""remoteCandidate"":""srflx""}]",null,measured,,,{}
browser-discovery/ids-stream-raw-r0.json,70ee7d984a3a4a3cfbd7f98149524847c35ca892af7063718fe95e666e1665e5,measured,,512,288,2,0.85,80,stream,,,,27.86397314928438,25.464205126857973,30.00289999997616,,,,,39.865,4.946037616367682,9.271564015485872,836,764,72,7,0,,browser receive/decode/offscreen 2D draw; excludes application upscaler/projector and audio capture,unknown: baseline does not echo frame IDs,"{""alpha"":0.1,""channelOptions"":{},""frameIds"":false,""height"":288,""inputQuality"":0.85,""maxBufferedBytes"":262144,""mode"":""stream"",""outputQuality"":80,""prompt"":""colorful abstract art, vibrant neon lights, psychedelic patterns"",""seconds"":30,""seed"":42,""sendFps"":60,""server"":""https://0pxb4bss2jmbhg-3001.proxy.runpod.net"",""steps"":2,""telemetryEveryMs"":0,""warmupFrames"":20,""width"":512}","{""bytesReceived"":34771726,""bytesSent"":18549434,""compileDuringMeasurement"":false,""decodeErrors"":0,""decodeSkips"":72,""decodedDrawn"":764,""encodeSkips"":7,""errors"":[],""maxBufferedBytes"":20016,""received"":836,""sendBufferSkips"":0,""sendErrors"":0,""sent"":1867,""telemetryErrors"":0}",{},"[{""currentRoundTripTime"":0.023,""localCandidate"":""srflx"",""remoteCandidate"":""srflx""}]",null,measured,,,{}
browser-discovery/ids-stream-raw-r1.json,33e8a64955b45c6fc698d90ae5c4d12616b70e2722ad055243c9b1221f17f9a4,measured,,512,288,2,0.85,80,stream,,,,26.530591838822236,23.56423169603935,30.00310000002384,,,,,42.12,4.932766014174615,8.83572964126338,796,707,89,11,0,,browser receive/decode/offscreen 2D draw; excludes application upscaler/projector and audio capture,unknown: baseline does not echo frame IDs,"{""alpha"":0.1,""channelOptions"":{},""frameIds"":false,""height"":288,""inputQuality"":0.85,""maxBufferedBytes"":262144,""mode"":""stream"",""outputQuality"":80,""prompt"":""colorful abstract art, vibrant neon lights, psychedelic patterns"",""seconds"":30,""seed"":42,""sendFps"":60,""server"":""https://0pxb4bss2jmbhg-3001.proxy.runpod.net"",""steps"":2,""telemetryEveryMs"":0,""warmupFrames"":20,""width"":512}","{""bytesReceived"":33137410,""bytesSent"":18499784,""compileDuringMeasurement"":false,""decodeErrors"":0,""decodeSkips"":89,""decodedDrawn"":707,""encodeSkips"":11,""errors"":[],""maxBufferedBytes"":197467,""received"":796,""sendBufferSkips"":0,""sendErrors"":0,""sent"":1862,""telemetryErrors"":0}",{},"[{""currentRoundTripTime"":0.02,""localCandidate"":""srflx"",""remoteCandidate"":""srflx""}]",null,measured,,,{}
browser-discovery/ids-stream-raw-r2.json,7d0a56d65afb3c9ec598bee544c13e1af79f56df187d251e258c49c1093d44f8,measured,,512,288,2,0.85,80,stream,,,,24.730365689430947,21.764054980051764,30.00360000002384,,,,,59.986999999999995,4.924569851613893,8.236182591415817,742,653,89,15,0,,browser receive/decode/offscreen 2D draw; excludes application upscaler/projector and audio capture,unknown: baseline does not echo frame IDs,"{""alpha"":0.1,""channelOptions"":{},""frameIds"":false,""height"":288,""inputQuality"":0.85,""maxBufferedBytes"":262144,""mode"":""stream"",""outputQuality"":80,""prompt"":""colorful abstract art, vibrant neon lights, psychedelic patterns"",""seconds"":30,""seed"":42,""sendFps"":60,""server"":""https://0pxb4bss2jmbhg-3001.proxy.runpod.net"",""steps"":2,""telemetryEveryMs"":0,""warmupFrames"":20,""width"":512}","{""bytesReceived"":30889391,""bytesSent"":18469353,""compileDuringMeasurement"":false,""decodeErrors"":0,""decodeSkips"":89,""decodedDrawn"":653,""encodeSkips"":15,""errors"":[],""maxBufferedBytes"":227509,""received"":742,""sendBufferSkips"":0,""sendErrors"":0,""sent"":1859,""telemetryErrors"":0}",{},"[{""currentRoundTripTime"":0.019,""localCandidate"":""srflx"",""remoteCandidate"":""srflx""}]",null,measured,,,{}
browser-discovery/ids-stream-tagged-r0.json,4a911f7f4264bdc613700190bb299f49f4429102a1ee81e4101cc28cc24d30ae,measured,,512,288,2,0.85,80,stream,,,,26.597694866423772,24.13124195901104,30.002600000023843,166.05000001192093,883.7949999868872,1309.0779999852175,,49.626,4.936820142250415,8.856902801750142,798,724,74,12,0,,browser receive/decode/offscreen 2D draw; excludes application upscaler/projector and audio capture,correlated by echoed frame ID; measured on client clock,"{""alpha"":0.1,""channelOptions"":{},""frameIds"":true,""height"":288,""inputQuality"":0.85,""maxBufferedBytes"":262144,""mode"":""stream"",""outputQuality"":80,""prompt"":""colorful abstract art, vibrant neon lights, psychedelic patterns"",""seconds"":30,""seed"":42,""sendFps"":60,""server"":""https://0pxb4bss2jmbhg-3001.proxy.runpod.net"",""steps"":2,""telemetryEveryMs"":0,""warmupFrames"":20,""width"":512}","{""bytesReceived"":33216264,""bytesSent"":18514680,""compileDuringMeasurement"":false,""decodeErrors"":0,""decodeSkips"":74,""decodedDrawn"":724,""encodeSkips"":12,""errors"":[],""maxBufferedBytes"":99914,""received"":798,""sendBufferSkips"":0,""sendErrors"":0,""sent"":1862,""telemetryErrors"":0}",{},"[{""currentRoundTripTime"":0.02,""localCandidate"":""srflx"",""remoteCandidate"":""srflx""}]",null,measured,,,{}
browser-discovery/ids-stream-tagged-r1.json,2737bbfafba307744845cd53baee2fd349e98f296da65145bbfe9d4fa289aa91,measured,,512,288,2,0.85,80,stream,,,,25.230810252308103,22.264440222644403,30.003,173.8499999642372,793.0549999833086,1224.5999999439716,,58.53599999999999,4.952649535046495,8.40278105522781,757,668,89,6,0,,browser receive/decode/offscreen 2D draw; excludes application upscaler/projector and audio capture,correlated by echoed frame ID; measured on client clock,"{""alpha"":0.1,""channelOptions"":{},""frameIds"":true,""height"":288,""inputQuality"":0.85,""maxBufferedBytes"":262144,""mode"":""stream"",""outputQuality"":80,""prompt"":""colorful abstract art, vibrant neon lights, psychedelic patterns"",""seconds"":30,""seed"":42,""sendFps"":60,""server"":""https://0pxb4bss2jmbhg-3001.proxy.runpod.net"",""steps"":2,""telemetryEveryMs"":0,""warmupFrames"":20,""width"":512}","{""bytesReceived"":31513580,""bytesSent"":18574293,""compileDuringMeasurement"":false,""decodeErrors"":0,""decodeSkips"":89,""decodedDrawn"":668,""encodeSkips"":6,""errors"":[],""maxBufferedBytes"":199310,""received"":757,""sendBufferSkips"":0,""sendErrors"":0,""sent"":1868,""telemetryErrors"":0}",{},"[{""currentRoundTripTime"":0.019,""localCandidate"":""srflx"",""remoteCandidate"":""srflx""}]",null,measured,,,{}
browser-discovery/ids-stream-tagged-r2.json,41f8008a06efea991b62ba921c735399d8fb8b8d509deda0701dec945bd515a7,measured,,512,288,2,0.85,80,stream,,,,20.23171479616572,17.931898781445067,30.00239999997616,173.1500000357628,259.9250000476837,393.8260000026226,,58.36499999999999,4.003074954006861,6.739128069759775,607,538,69,14,348,,browser receive/decode/offscreen 2D draw; excludes application upscaler/projector and audio capture,correlated by echoed frame ID; measured on client clock,"{""alpha"":0.1,""channelOptions"":{},""frameIds"":true,""height"":288,""inputQuality"":0.85,""maxBufferedBytes"":262144,""mode"":""stream"",""outputQuality"":80,""prompt"":""colorful abstract art, vibrant neon lights, psychedelic patterns"",""seconds"":30,""seed"":42,""sendFps"":60,""server"":""https://0pxb4bss2jmbhg-3001.proxy.runpod.net"",""steps"":2,""telemetryEveryMs"":0,""warmupFrames"":20,""width"":512}","{""bytesReceived"":25273752,""bytesSent"":15012732,""compileDuringMeasurement"":false,""decodeErrors"":0,""decodeSkips"":69,""decodedDrawn"":538,""encodeSkips"":14,""errors"":[],""maxBufferedBytes"":268205,""received"":607,""sendBufferSkips"":348,""sendErrors"":0,""sent"":1510,""telemetryErrors"":0}",{},"[{""currentRoundTripTime"":0.039,""localCandidate"":""srflx"",""remoteCandidate"":""srflx""}]",null,measured,,,{}
browser-discovery/input-buffer-16384.json,0cf5c993b12c14b661f8237acda94ec48edd0103cc8d33cbbfdf2373789c71da,measured,,512,288,2,0.85,80,stream,,,,26.896862032762844,23.497258653157132,30.0035,165.80000007152557,222.87999997138976,261.65999997615836,,50.457999999999984,4.785793124135518,8.959909343909878,807,705,102,22,44,,browser receive/decode/offscreen 2D draw; excludes application upscaler/projector and audio capture,correlated by echoed frame ID; measured on client clock,"{""alpha"":0.1,""channelOptions"":{},""frameIds"":true,""height"":288,""inputQuality"":0.85,""maxBufferedBytes"":16384,""mode"":""stream"",""outputQuality"":80,""prompt"":""colorful abstract art, vibrant neon lights, psychedelic patterns"",""seconds"":30,""seed"":42,""sendFps"":60,""server"":""https://0pxb4bss2jmbhg-3001.proxy.runpod.net"",""steps"":2,""telemetryEveryMs"":0,""warmupFrames"":20,""width"":512}","{""bytesReceived"":33603580,""bytesSent"":17948818,""compileDuringMeasurement"":false,""decodeErrors"":0,""decodeSkips"":102,""decodedDrawn"":705,""encodeSkips"":22,""errors"":[],""maxBufferedBytes"":20293,""received"":807,""sendBufferSkips"":44,""sendErrors"":0,""sent"":1805,""telemetryErrors"":0}",{},"[{""currentRoundTripTime"":0.019,""localCandidate"":""srflx"",""remoteCandidate"":""srflx""}]",null,measured,,,{}
browser-discovery/input-buffer-65536.json,8b131053c7437200703b3bb67ac2999837eea0d10861fd2b1a7861305d823eb3,measured,,512,288,2,0.85,80,stream,,,,27.096748390171644,23.93046167791297,30.00360000002384,166.8499999642372,218.91499997973443,252.37700003147137,,50.291999999999994,4.917794398001665,9.021101734451364,813,718,95,19,0,,browser receive/decode/offscreen 2D draw; excludes application upscaler/projector and audio capture,correlated by echoed frame ID; measured on client clock,"{""alpha"":0.1,""channelOptions"":{},""frameIds"":true,""height"":288,""inputQuality"":0.85,""maxBufferedBytes"":65536,""mode"":""stream"",""outputQuality"":80,""prompt"":""colorful abstract art, vibrant neon lights, psychedelic patterns"",""seconds"":30,""seed"":42,""sendFps"":60,""server"":""https://0pxb4bss2jmbhg-3001.proxy.runpod.net"",""steps"":2,""telemetryEveryMs"":0,""warmupFrames"":20,""width"":512}","{""bytesReceived"":33833191,""bytesSent"":18443942,""compileDuringMeasurement"":false,""decodeErrors"":0,""decodeSkips"":95,""decodedDrawn"":718,""encodeSkips"":19,""errors"":[],""maxBufferedBytes"":29819,""received"":813,""sendBufferSkips"":0,""sendErrors"":0,""sent"":1855,""telemetryErrors"":0}",{},"[{""currentRoundTripTime"":0.02,""localCandidate"":""srflx"",""remoteCandidate"":""srflx""}]",null,measured,,,{}
